,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10540,Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,80.0,26.0,8.7,13.0,Capcom,T
288,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,91.0,46.0,7.9,785.0,Blizzard Entertainment,T
6287,Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,81.0,22.0,8.5,20.0,Codemasters,T
8144,Senran Kagura: Estival Versus,PS4,2015.0,Action,Marvelous Interactive,0.08,0.0,0.08,0.02,67.0,25.0,8,96.0,Marvelous Inc.,M
7523,Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,87.0,16.0,5.3,18.0,Rockstar San Diego,E10+
9774,NCIS,PS3,2011.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,50.0,4.0,4,4.0,Ubisoft,T
11497,Samurai Shodown Sen,X360,2009.0,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,46.0,33.0,5.2,12.0,K2 LLC,M
7275,Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,61.0,59.0,6,116.0,InXile Entertainment,M
12531,Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,78.0,39.0,8.2,26.0,Arkedo Studio,E
1280,Sonic Rivals 2,PSP,2007.0,Racing,Sega,0.44,0.67,0.0,0.37,60.0,24.0,7.8,35.0,Backbone Entertainment,E
9375,Life is Strange,XOne,2016.0,Adventure,Square Enix,0.09,0.03,0.0,0.01,85.0,4.0,8.7,123.0,DONTNOD Entertainment,M
1112,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,LucasArts,1.21,0.3,0.0,0.14,56.0,24.0,6.7,18.0,Krome Studios,T
7612,NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,68.0,24.0,7,5.0,SCEA,E
4221,Harry Potter and the Order of the Phoenix,Wii,2007.0,Action,Electronic Arts,0.38,0.05,0.0,0.04,69.0,34.0,7.2,28.0,EA Games,E10+
13690,Ride to Hell,PS3,2013.0,Racing,Deep Silver,0.02,0.01,0.0,0.01,13.0,4.0,1,218.0,"Eutechnyx, Deep Silver",M
13007,UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,72.0,27.0,8.2,10.0,EA Canada,E
267,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,91.0,70.0,8.9,1122.0,Rocksteady Studios,T
6939,Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,73.0,27.0,8.4,18.0,Gaijin Entertainment,T
12393,NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,65.0,11.0,5.4,19.0,Visual Concepts,E10+
5821,NBA Live 08,PSP,2007.0,Sports,Electronic Arts,0.28,0.0,0.0,0.02,73.0,11.0,6.2,5.0,EA Canada,E
11586,Assassin's Creed: Rogue,PC,2015.0,Action,Ubisoft,0.05,0.02,0.0,0.01,74.0,25.0,7.5,362.0,Ubisoft,M
13267,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,66.0,8.0,3.8,18.0,Dusenberry Martin Racing,E
4759,Spider-Man: Web of Shadows,X360,2008.0,Action,Activision,0.36,0.02,0.0,0.03,68.0,57.0,8.6,87.0,Shaba Games,T
13874,Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,78.0,6.0,6.6,30.0,Capcom,M
652,Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,0.69,0.0,0.04,1.68,62.0,11.0,6.2,34.0,Black Box,E10+
3473,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.34,0.0,0.1,91.0,23.0,8.7,310.0,Ubisoft Montpellier,E10+
7217,Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,56.0,31.0,5.6,5.0,Secret Stash Games,M
15744,Invizimals: The Lost Kingdom,PS3,2013.0,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,50.0,16.0,5,14.0,Magenta Software,E10+
8525,NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,0.01,45.0,9.0,7.4,10.0,FUN Labs,E10+
5019,Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.17,0.07,0.12,0.02,83.0,60.0,9,127.0,Capcom,T
8153,Charlie and the Chocolate Factory,GC,2005.0,Adventure,Global Star,0.14,0.04,0.0,0.0,39.0,16.0,3.2,6.0,"High Voltage Software, Backbone Entertainment",E
13433,Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,37.0,9.0,4.5,4.0,Coyote Console,E
5286,Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,85.0,26.0,7.1,216.0,Ubisoft Quebec,M
10656,Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.09,0.0,0.0,0.01,32.0,4.0,1.8,4.0,505 Games,T
3603,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.33,0.16,0.02,0.05,72.0,19.0,5.8,4.0,"Tetris Online, Inc",E
9143,The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,96.0,34.0,9.3,1495.0,Valve Software,M
16122,NBA 2K17,PC,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,90.0,6.0,6.3,52.0,Visual Concepts,E
730,LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,80.0,37.0,7.6,127.0,TT Games,E10+
7228,Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.11,0.08,0.0,0.03,66.0,34.0,7,22.0,SoftMax,T
14121,S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,75.0,47.0,7.7,478.0,GSC Game World,M
1745,Sonic the Hedgehog,PS3,2006.0,Platform,Sega,0.41,0.06,0.04,0.66,43.0,17.0,4.1,176.0,Sonic Team,E10+
6987,Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.09,0.01,0.02,70.0,37.0,6.2,12.0,Sega,E
3853,Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,78.0,40.0,7.8,107.0,"Climax Group, Climax Studios",M
5221,Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,0.24,0.08,0.0,0.03,76.0,68.0,7.6,96.0,Beenox,T
5902,Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,55.0,24.0,6.1,7.0,Acclaim,T
3388,Dead Space,PC,2008.0,Action,Electronic Arts,0.0,0.53,0.0,0.06,86.0,28.0,8,1093.0,EA Redwood Shores,M
9487,Cabela's Alaskan Adventure,X360,2006.0,Sports,Activision,0.12,0.0,0.0,0.01,48.0,11.0,5.6,17.0,FUN Labs,T
7379,Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,74.0,37.0,8.1,61.0,Nippon Ichi Software,T
1156,Silent Hill,PS,1999.0,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,86.0,17.0,9.2,326.0,KCET,M
11193,Karaoke Revolution,XB,2004.0,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,80.0,13.0,8.5,4.0,Secret Level,E
6216,Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.02,0.03,0.02,89.0,36.0,7.6,62.0,Sega AM2,T
32,Call of Duty: Black Ops,X360,2010.0,Shooter,Activision,9.7,3.68,0.11,1.13,87.0,89.0,6.3,1454.0,Treyarch,M
13292,Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,57.0,28.0,8.1,8.0,Omega Force,T
5970,NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,64.0,35.0,5.6,16.0,EA Canada,E
1336,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.92,0.38,0.0,0.13,71.0,41.0,6.8,48.0,Yuke's,T
10063,Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,67.0,58.0,7.6,226.0,Koei Tecmo Games,M
1610,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,0.04,61.0,44.0,8.1,54.0,Double Helix Games,T
939,Chrono Cross,PS,1999.0,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,94.0,16.0,8.1,297.0,SquareSoft,T
4023,The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,69.0,42.0,7.9,42.0,Shiny Entertainment,T
16027,Quantum Break,PC,2016.0,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,66.0,14.0,4.3,539.0,Remedy Entertainment,M
14689,Race Driver 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,81.0,16.0,8.5,6.0,Sumo Digital,T
3270,NieR,PS3,2010.0,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,68.0,58.0,8.4,263.0,Cavia Inc.,M
2877,Spyro: Enter the Dragonfly,GC,2002.0,Platform,Universal Interactive,0.55,0.14,0.0,0.02,48.0,13.0,5.1,24.0,Equinoxe,E
1741,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,85.0,19.0,8.9,53.0,Rockstar San Diego,E10+
2651,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05,78.0,13.0,8.5,24.0,Eden Studios,E
11326,Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,75.0,8.0,7.7,18.0,Shin'en,E10+
6641,Men of Valor,XB,2004.0,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,73.0,47.0,8,8.0,2015,M
5646,Folklore,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,75.0,55.0,8.2,145.0,"Game Republic, JapanStudio",T
11452,Persona 4: Arena Ultimax,X360,2014.0,Fighting,Atlus,0.06,0.01,0.0,0.01,85.0,15.0,7.4,35.0,Arc System Works,T
1821,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.25,0.74,0.0,0.14,78.0,50.0,8.3,32.0,Ubisoft Montpellier,E10+
1330,Disney Infinity,X360,2013.0,Action,Disney Interactive Studios,0.97,0.34,0.0,0.13,74.0,38.0,6.5,79.0,Avalanche Software,E10+
13936,Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,51.0,16.0,7.4,16.0,Blue 52,T
2110,Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,82.0,58.0,7.5,383.0,Ubisoft Toronto,M
4691,NHL 15,XOne,2014.0,Sports,Electronic Arts,0.31,0.06,0.0,0.04,59.0,22.0,3.2,180.0,EA Sports,E10+
1660,Dino Crisis 2,PS,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,86.0,13.0,9,91.0,Capcom,M
15815,Aedis Eclipse: Generation of Chaos,PSP,2006.0,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,62.0,20.0,6.5,11.0,"Neverland, Idea Factory",E10+
6669,Cars,X360,2006.0,Racing,THQ,0.22,0.01,0.0,0.02,65.0,16.0,6.1,8.0,Rainbow Studios,E
15258,Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,78.0,11.0,7.8,186.0,PopCap,E10+
15964,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.0,0.01,0.0,0.0,86.0,20.0,8.2,64.0,Traveller's Tales,E10+
7200,Tetris Worlds,GC,2002.0,Puzzle,THQ,0.17,0.04,0.0,0.01,47.0,10.0,5.6,8.0,Radical Entertainment,E
2199,NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,83.0,26.0,6.7,37.0,EA Tiburon,E
4640,TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.09,0.0,0.05,58.0,47.0,6.2,28.0,Propaganda Games,T
2399,Red Faction: Guerrilla,X360,2009.0,Shooter,THQ,0.48,0.29,0.01,0.09,85.0,84.0,8.1,237.0,Volition Inc.,M
5487,Fight Night Round 3,XB,2006.0,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,83.0,32.0,9,21.0,EA Chicago,T
13063,Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,76.0,29.0,4.9,539.0,Codemasters,M
7336,Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,47.0,7.0,7.4,8.0,MASA Group,T
1405,Sonic Generations,X360,2011.0,Platform,Sega,0.71,0.53,0.0,0.13,77.0,49.0,8.3,340.0,"Sega, Sonic Team",E
6973,Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,64.0,35.0,7.5,25.0,Omega Force,T
2625,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.26,0.01,0.07,57.0,43.0,6.3,192.0,Techland,M
10389,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,66.0,7.0,7.5,54.0,Artdink,T
3916,Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.18,0.0,0.3,0.02,62.0,26.0,7.3,24.0,Koei,T
9922,Cruis'n,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,25.0,7.0,3.7,18.0,Midway Studios - San Diego,E
5195,BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,86.0,51.0,8.5,70.0,Arc System Works,T
435,Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,87.0,42.0,8.9,137.0,Nintendo,E
1775,WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,62.0,44.0,5.1,164.0,Yuke's,T
4007,Spider-Man 2,DS,2004.0,Action,Activision,0.41,0.02,0.03,0.04,61.0,46.0,5,6.0,Vicarious Visions,E
3181,NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,73.0,28.0,6.8,10.0,EA Canada,E
7563,X2: Wolverine's Revenge,GBA,2003.0,Platform,Activision,0.14,0.05,0.0,0.0,72.0,8.0,7.2,5.0,Vicarious Visions,E
2338,Pure,PS3,2008.0,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,83.0,43.0,7.8,30.0,Black Rock Studio,E
1885,Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,65.0,32.0,8.3,33.0,LucasArts,T
7689,Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,58.0,40.0,7.2,36.0,Sony Online Entertainment,T
5773,Pandora's Tower,Wii,2011.0,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,73.0,48.0,8,99.0,Ganbarion,T
5584,Eternal Sonata,X360,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,79.0,56.0,7.9,97.0,Tri-Crescendo,T
13869,Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,62.0,29.0,6.7,7.0,Amuze,M
7004,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,58.0,21.0,7.8,5.0,Headstrong Games,T
4030,GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,61.0,55.0,7.2,20.0,EA LA,T
1437,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.39,0.87,0.0,0.1,81.0,52.0,6,3517.0,EA DICE,M
9527,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,42.0,6.0,3.9,7.0,Griptonite Games,E10+
3102,Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,85.0,51.0,7.8,192.0,NetherRealm Studios,M
11857,The King of Fighters Collection: The Orochi Saga,PSP,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,61.0,16.0,7,9.0,SNK Playmore,T
6836,Crash Tag Team Racing,PSP,2005.0,Racing,Vivendi Games,0.16,0.05,0.0,0.03,68.0,9.0,7.1,25.0,Radical Entertainment,E10+
5393,Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,56.0,51.0,7.3,58.0,K2 LLC,M
449,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,74.0,34.0,5.4,1304.0,Capcom,M
3621,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.49,0.02,0.0,0.04,47.0,4.0,7,5.0,High Voltage Software,E
2317,NBA Live 2005,XB,2004.0,Sports,Electronic Arts,0.81,0.05,0.0,0.04,85.0,28.0,7.6,14.0,EA Canada,E
1890,Skate 2,X360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,84.0,70.0,8,72.0,EA Black Box,T
1155,Just Cause 2,X360,2010.0,Action,Square Enix,0.59,0.83,0.02,0.17,81.0,74.0,8,267.0,Avalanche Studios,M
16068,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,63.0,9.0,6.7,27.0,Kunos Simulazioni,E
12276,Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,83.0,30.0,8,1473.0,Remedy Entertainment,T
2997,RIFT,PC,2011.0,Role-Playing,Unknown,0.44,0.16,0.0,0.07,84.0,59.0,7.3,561.0,Trion Worlds,T
13885,SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,50.0,26.0,7.7,9.0,3G Studios,T
5349,Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.11,0.18,0.0,0.06,57.0,41.0,5.6,27.0,High Moon Studios,T
7717,The Hobbit,GBA,2003.0,Platform,Vivendi Games,0.14,0.05,0.0,0.0,67.0,6.0,9.2,17.0,Saffire,E
4392,Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.19,0.18,0.0,0.07,78.0,46.0,5.6,32.0,Toys for Bob,E10+
2503,James Bond 007: Nightfire,XB,2002.0,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,78.0,30.0,7.8,25.0,Eurocom Entertainment Software,T
2846,MLB 09: The Show,PS3,2009.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,90.0,27.0,8.1,61.0,SCEA San Diego Studios,E
10569,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,52.0,19.0,4.2,6.0,Artificial Mind and Movement,E10+
8765,Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,70.0,43.0,7.6,17.0,Konami,E
1729,Cabela's Dangerous Hunts,PS2,2003.0,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,57.0,4.0,8.4,37.0,Sand Grain Studios,T
4824,The Urbz: Sims in the City,GC,2004.0,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,73.0,19.0,8.4,16.0,Maxis,T
13371,NightCaster II: Equinox,XB,2002.0,Action,Jaleco,0.03,0.01,0.0,0.0,46.0,12.0,7,4.0,Jaleco Entertainment,T
12768,The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,81.0,31.0,7.8,49.0,Maxis,T
15356,Quake 4,PC,2005.0,Shooter,Activision,0.0,0.02,0.0,0.0,81.0,62.0,7.6,281.0,Raven Software,M
9336,Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,53.0,20.0,4,4.0,Mucky Foot Productions,M
10970,Shrek SuperSlam,XB,2005.0,Action,Activision,0.07,0.02,0.0,0.0,71.0,20.0,9.3,4.0,Shaba Games,E10+
16553,Sega Rally Revo,PC,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,74.0,9.0,7.6,18.0,SEGA Racing Studio,E
12129,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,88.0,22.0,8.2,49.0,Microsoft Game Studios,E
8128,Commandos 2: Men of Courage,PS2,2002.0,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,67.0,19.0,6.8,11.0,Pyro Studios,T
10577,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,85.0,17.0,7.8,112.0,Engine Software,T
5950,Outlaw Golf,XB,2002.0,Sports,TDK Mediactive,0.22,0.06,0.0,0.01,72.0,23.0,6.9,9.0,Simon & Schuster,T
9463,Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,80.0,12.0,9.2,5.0,Atomic Planet Entertainment,E
5298,Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.27,0.07,0.0,0.01,75.0,12.0,7.8,14.0,EA Canada,E10+
13001,Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.02,0.03,0.0,0.0,67.0,10.0,4.9,18.0,Techland,M
2755,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.37,0.01,0.21,69.0,11.0,6.5,31.0,EA Bright Light,E
3139,WWE 2K15,X360,2014.0,Sports,Take-Two Interactive,0.38,0.2,0.0,0.06,50.0,5.0,4,65.0,Yuke's,T
7188,Shinobi,3DS,2011.0,Platform,Sega,0.14,0.07,0.0,0.02,69.0,33.0,7.3,33.0,Griptonite Games,T
5234,Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,77.0,13.0,7.2,12.0,Eurocom Entertainment Software,E
7231,Capcom vs. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,80.0,17.0,9,24.0,Capcom,T
2889,Dragon Ball: Xenoverse 2,PS4,2016.0,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,73.0,54.0,7.8,117.0,Dimps Corporation,T
6321,NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,79.0,25.0,5.9,7.0,EA Sports,E
6740,Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,0.02,74.0,19.0,4.7,7.0,Kush Games,E
6126,Fable: The Journey,X360,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,61.0,70.0,4.8,80.0,Lionhead Studios,T
2194,Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.39,0.0,0.16,77.0,18.0,4.8,42.0,Toys for Bob,E10+
5444,NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.0,0.06,78.0,26.0,5.8,67.0,"EA Canada, EA Vancouver",E10+
8085,Mega Man X: Command Mission,PS2,2004.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,69.0,27.0,7.1,18.0,"Valuewave Co.,Ltd.",E
6196,Bass Strike,PS2,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,57.0,11.0,5.8,4.0,THQ,E
1780,Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,91.0,77.0,9.1,933.0,SCE Japan Studio,T
2959,Prince of Persia: The Forgotten Sands,PS3,2010.0,Action,Ubisoft,0.19,0.36,0.01,0.12,75.0,49.0,7.6,120.0,Ubisoft Montreal,T
9716,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,78.0,11.0,7,6.0,Infinite Interactive,E10+
9571,Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,53.0,18.0,6.7,6.0,3DO,E
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,82.0,10.0,7.9,38.0,Konami,E
13385,Pro Evolution Soccer 2017,XOne,2016.0,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,87.0,12.0,6.1,84.0,Konami,E
42,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,97.0,66.0,8.3,2899.0,Rockstar North,M
801,Tetris Worlds,PS2,2002.0,Puzzle,THQ,1.11,0.71,0.0,0.27,44.0,7.0,6.2,11.0,Blue Planet Software,E
8944,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,74.0,6.0,8,11.0,TT Games,E10+
981,Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,85.0,41.0,8.5,47.0,Rockstar San Diego,T
6408,Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,47.0,62.0,5.7,109.0,Techland,M
3458,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.15,0.0,0.07,86.0,33.0,7.5,52.0,Electronic Arts,E10+
7852,Naruto: Ninja Destiny,DS,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,61.0,22.0,4.4,10.0,Takara Tomy,T
3091,Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,74.0,36.0,9,54.0,Tri-Ace,T
9624,Indianapolis 500 Legends,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,47.0,10.0,6.7,7.0,Torus Games,E
2756,Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,91.0,30.0,7.9,915.0,From Software,T
4812,MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,81.0,32.0,9,21.0,989 Sports,E
916,Game Party 2,Wii,2008.0,Misc,Midway Games,1.28,0.43,0.0,0.17,29.0,7.0,4.6,7.0,Midway,E
1616,Ninja Gaiden,XB,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,91.0,89.0,8.8,152.0,Team Ninja,M
2146,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.4,0.0,0.09,77.0,26.0,7.5,17.0,"Vicarious Visions, Neversoft Entertainment",T
5087,"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,39.0,7.0,4.7,14.0,Radical Entertainment,E
1833,Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,70.0,91.0,6,202.0,Ruffian Games,M
10138,Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,55.0,4.0,6.4,5.0,Beyond Games,E
12319,Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,85.0,20.0,7.7,7.0,"Z-Axis, Ltd.",T
